,time,lat,lon,geoaltitude,signature
86,1645229953,30.074607719809322,-95.43587036132811,4709.16,0
87,1645229954,30.074607719809322,-95.43587036132811,4709.16,0
88,1645229955,30.074607719809322,-95.43587036132811,4709.16,0
89,1645229956,30.074607719809322,-95.43587036132811,4754.88,0
90,1645229957,30.074607719809322,-95.43587036132811,4754.88,0
91,1645229958,30.074607719809322,-95.43587036132811,4770.12,0
92,1645229959,30.060735152939618,-95.43339843749999,4770.12,0
93,1645229960,30.059338585805083,-95.43312377929686,4785.360000000001,0
94,1645229961,30.057769775390625,-95.43284696691177,4800.6,0
95,1645229962,30.05705752615201,-95.4327392578125,4800.6,0
96,1645229963,30.05705752615201,-95.4327392578125,4800.6,0
97,1645229964,30.053466796875,-95.43209300321689,4831.08,0
98,1645229965,30.05221609341896,-95.43186035156248,4838.7,0
99,1645229966,30.050819526284428,-95.431640625,4846.320000000001,0
100,1645229967,30.049422959149894,-95.43136596679688,4853.9400000000005,0
101,1645229968,30.049422959149894,-95.43136596679688,4861.56,0
102,1645229969,30.046417236328125,-95.4308543485754,4869.18,0
103,1645229970,30.046417236328125,-95.4308543485754,4876.8,0
104,1645229971,30.044998168945312,-95.4305850758272,4876.8,0
105,1645229972,30.0435791015625,-95.43031580307905,4876.8,0
106,1645229973,30.0435791015625,-95.43031580307905,4884.42,0
107,1645229974,30.039414228019066,-95.42955322265624,4884.42,0
108,1645229975,30.0380859375,-95.42934642118564,4892.04,0
109,1645229976,30.036481437036546,-95.42905883789064,4892.04,0
110,1645229977,30.035038317664192,-95.42878417968751,4892.04,0
111,1645229978,30.033737182617188,-95.42853860294116,4899.66,0
112,1645229979,30.032272338867188,-95.42832318474268,4899.66,0
113,1645229980,30.03167724609375,-95.42821547564341,4899.66,0
114,1645229981,30.03167724609375,-95.42821547564341,4899.66,0
115,1645229982,30.03167724609375,-95.42821547564341,4899.66,0
116,1645229983,30.026046752929688,-95.42724609375,4899.66,0
117,1645229984,30.024703720868644,-95.42702636718747,4899.66,0
118,1645229985,30.024703720868644,-95.42702636718747,4907.280000000001,0
119,1645229986,30.024703720868644,-95.42702636718747,4907.280000000001,0
